Heena Fashion	https://www.facebook.com/479668332062327	T.S.P.L  have been established on 26th january 1986 by the former chair person late shri ved prakash singhal with a clear horizon and passion of serving the fashion industry. The company is engaged in manufacturing, trading and retailing of indian salwar kameez dupatta in ladies wear with the profuse use of variety of fabrics, embroideries, appliques and patterning in domestic and international market.  Priding itself as the cities premier fabric engineer, design maker and a leading innovator in embroidery, quality printing with best high resolution printing processing houses.  There has been tremendous expansions year on year with human strength, in house designing and garmenting with exclusive craftsmen and weavers across India.  PRODUCTS :-  Indian salwar suits and kurtis.   VISION AND GOALS :-  To establish integrated composite self sustainable textile and fashion industry. TO MAXIMIZE the awareness of Indian ethnic collection in global Market 
Likas	https://www.facebook.com/344449772305220	
Princess Creationz	https://www.facebook.com/453258731361337	
MJ Fashions	https://www.facebook.com/359645630721371	We are an online boutique presenting different styles and patterns in Kurtis. 
Soulemo Dubai	https://www.facebook.com/125714957550852	
Fabuloso India-venta de ropa indú	https://www.facebook.com/143580475668163	
Aarkay Sarees and Jewelry	https://www.facebook.com/107099952783165	
Preety Gadia Ensemble	https://www.facebook.com/100736216712921	Preety Gadia Ensemble is your single source for all fashion needs! On offer is a huge variety of stitched and semi-stitched apparel, including Indian suits, kurtis and Western tunics.  Designs using machine/hand embroidery, printing, zari/moti work, are a specialty.We also offer customized sizes and colours to suit your fit and taste!!  Reach us at:  email : Preetygadiaensemble@gmail.com  Phone :+91 9880965730 We promise you will hear from us withing 24 hrs. 
Shree Collections	https://www.facebook.com/101123786706156	
Eehaa	https://www.facebook.com/133623013441680	At Eehaa we provide a wide range of Indian Kurtis/Tunics and Kaftans. We specialise in cotton and georgette kurtis with and without lining. Having our own manufacturing set up in India enables us to provide high quality fabrics, latest designs and high quality hand and machine embroidery  at affordable prices. For more info on prices or to order kindly email on info@eehaa.co.uk
Khanna Fabrics and Styles	https://www.facebook.com/258936487540825	Neat hand made design Indian Kurtis with matching Shawls.100% cotton with cool lovely background colors.Guaranteed!
Noor's creations	https://www.facebook.com/341303185964539	
Pavitra	https://www.facebook.com/131693563612881	We take a pleasure to introduce ourselves as a trader having a great selection of Indian Clothes. Our fashion collection of Indian Clothes offers a fantastic array of exquisitely made garments coming from many top suppliers of Indian Clothing here in the India. Presenting unique range of garments that are specially hand crafted on our customer's specific requests thus making us all the more competitive in the market. We are a dedicated team of creative craftsmen who have a knack to come out with creative ideas that have pleased hearts for over years.  The combination of eye-catching embroidery on the rich fabric and the colorful and stunning patterns make the collection of embroidered kurtis, a definite stunner. These designers kurtis can have the front panels decorated with delightful embroidery and the sleeves and the lower part may either be enhanced by sober embroidery patterns, the variety being endless. 
Poshak Fashion	https://www.facebook.com/271262886296090	
VSV Export HUB	https://www.facebook.com/103536543064669	VSV EXPORT HUB is the leading manufacture and Exporter of Handicraft Items and Traditional Indian Wear..........We are the best in the Category......contact us vsvexporthub@gmail.com   VSV TRENDS is the hub of Designer Kurtis AND Sarees where you can get outrageous range of Kurtis and Sarees....
OMO (on my own)	https://www.facebook.com/116873931670181	
Avanti Exclusive Designs	https://www.facebook.com/345733965496363	
Aanchal	https://www.facebook.com/357355694320284	A Collection of Indian Sarees, Salwar Suits,Kurtis etc.
Aaina - Classic apparel that reflects the best in you.	https://www.facebook.com/449366575096377	Semi-formal and formal Indian and fusion wear for the trendy urban women looking for refreshing, tastefully designed outfits that spell elegance and comfort. Stylish, classy designs with an underlying simplicity which echo your own persona. 
Panaache Fashiontrend	https://www.facebook.com/142683382426728	
Second Skin	https://www.facebook.com/241353922619578	A premium store celebrating women's fashion. Second Skin is the place where India's rich heritage and famed weaves come alive. Our range of sarees are trendsetters and are designed keeping in mind the modern woman. Second Skin in known for its designs and craftsmanship that are unique and original.
Urvi The Boutique	https://www.facebook.com/203222959774999	
Rosy Kapur Designs	https://www.facebook.com/191308544322889	
Hand Embroidered Tunics / Kurti / Shirt	https://www.facebook.com/20467458408	
Satkriti	https://www.facebook.com/372513246156210	
Darbari	https://www.facebook.com/293413244031614	We are manufacturers of exclusive sarees, salwarsuits, kurtis & skirts, kaftans, and men's sherwanis & kurta pyjamas. We also have a collection of stoles, dupattas, embroidered evening bags, as well as leather hand bags of international quality and design. Our collection includes casual, semi formal and designer wear, using very high quality of embroidery, prints and weaves. Our forte lies in the quality of our workmanship and the finishing of each garment, as we offer in-house customized alteration and tailoring facility. This year's added attraction of woven and variety of textured tassar of West-Bengal specially scarves in cotton and silk woven and Embroidery .
Gorgeous Fashions	https://www.facebook.com/550215091660751	Ethnic Wear for Ladies   Description  Gorgeous is designing the most fabulous fashion apparels to enhance Gods’ wonderful and beautiful creation “Woman”.   We have an exclusive collection of Indian Ethnic Wear that includes Embroidered Kurtis, Kurtis, Cotton Kurtis, and Printed Kurtis. On the other hand, we also have a range of other beautiful western outfits like Skirts, Top, Casual and Formal Blouse, Evening Gowns, Swim Wear, Shoe, etc.   On a regular basis we bring innovative designs and concepts in our orders to introduce new style statement and latest fashion trends in the market. CHECK our PAGE regular or LIKE us to get the new updates.  
Green House	https://www.facebook.com/264046220300320	
M/S Lakshmi Varsha	https://www.facebook.com/204492039590097	M/S LAKSHMI VARSHA was established in the year 1919 by Lala Lachchman Das Jain of Lahore with the main objective of providing wide range of embroidered ethnic wear for women. We are a professionally managed firm that is manufacturing Suits, Sarees & Lehnga Chunni all over INDIA.
Neelaambari	https://www.facebook.com/132591110126986	
kurti	https://www.facebook.com/333603632501	
Kurtis makes me feel short	https://www.facebook.com/120862164639972	
We all now a short person called Kurtis	https://www.facebook.com/225958944124469	
Kurtis Devore	https://www.facebook.com/171364596281970	
Ruchi Handicrafts & garments	https://www.facebook.com/234772536601549	
Exclusive Ladies Suits & Kurtis	https://www.facebook.com/355109671221445	
Exclusive Ladies Kurtis	https://www.facebook.com/303894696393515	
UTurn, Exclusive Ladies Kurtis	https://www.facebook.com/384620968282247	
TRENDZ- Ravishing KURTI's / Top / Tunic Collection	https://www.facebook.com/121071902817	
Fashion By brijraj	https://www.facebook.com/105143672877777	arissa(designer brand housing the labels like Neeta Lulla,Archana Kochhar,Manish Malhotra,Sureley Goel....)
Fashion & Fusion	https://www.facebook.com/168144676653066	All about Women's Wear! Salwars, Tops, Kurtis, Sarees, Tunics!  Hand-crafted to perfection! 
Bollywood Fashions	https://www.facebook.com/139953749377499	For the most beautiful apparels direct from India, choose Chella Boutique. We promise high quality & affordable designs in a range of sizes.  
Seeds Fashion	https://www.facebook.com/105712286184014	
Style O Fashions	https://www.facebook.com/351156034903005	We deal in designer garments for ladies. We have great collections in Dress, Tops, Leggings, Jennings, Gowns, Shrugs, Skirts, Stockings, Winter Wear, Kurtis, Harems, Jeans...
Sakhi Fashions	https://www.facebook.com/409890255707331	0824 2424580
Fashion Psychology : fpsychology	https://www.facebook.com/488962297794435	Id collection: Tops and dresses Ego collection: Tunics and kurtis Superego collection: Sarees and lehengas  
Ladies Kurti , V.H Fashions	https://www.facebook.com/300088400033741	Hi All, Good Opportunity for ladies kurtis retailers We are wholesale dealer and manufactures of all types of ladies kurtis and new designs … we are selling kurtis start from only 150 rs… which you can sell same kurtis for above 400rs .
Vani J Fashions	https://www.facebook.com/274733792626669	
Haiee Fashion Apparels	https://www.facebook.com/300681516634988	Haiee Fashion Apparels is offering exclusive designer kurits. The outfits are an exotic blend of east and west, and are in a range of fabrics like Satins, Brocades silks & Crepes which complement exotic embroideries on the kurtas. The Sizes we offer can be as per the requirement to suit your comfort.  Kurtis can be worn on jeans, leggings or salwars regardless of any age. Our beautiful unique designs are created keeping in mind the trend fabric and colours of seasons, available 365 days of the year in different style, colours and sizes.   Quality is premium to us. With our dedication to quality, customer satisfaction and consumer service, Haiee Fashion Apparels gives you the best product to make you look better than ever.  We follow strict quality procedures right from the procurement of raw materials to the dispatch of final products. Quality is supreme in all aspects -- be it fabric, designs, colours, style and pattern.   Haiee Fashion Apparels is a venture that brings the latest trends in fashion for Girls... You can also give your unused clothes and sarees a makeover...   You will love to wear clothes :)
Kurtis From Ethnic June - House Of Ethnic Designer Fashion Wears For Women	https://www.facebook.com/407810079277644	
Anumita Creations	https://www.facebook.com/371565266245580	
M.Radhe creation	https://www.facebook.com/152389178207179	
Delhi Selections	https://www.facebook.com/198993013508045	
Magical MayaZ	https://www.facebook.com/377444185666124	Magical MayaZ  is a Magical world  for all your fashion needs from Designer Salwar kameez ,Sarees , Fashionable Kurtis to all other fashion accessories.  Our products are specially handpicked from Various parts of India keeping in mind the current trend. Our collections are trendy and ofcourse stylish that will make you feel special and standout!!  You can contact us by sending email to mayazfashions@gmail.com  or call us at +91-9886172283 
Fashion Jewlry/ Kurtis/Salwar Kamiz	https://www.facebook.com/462637757088202	
Indan Fashion	https://www.facebook.com/211261572302832	Designs made by will be focused as well as some good, beautful eye catching designs will also be seen
Slee Fashion	https://www.facebook.com/134379400034133	Slee Fashion is a Proprietorship Garment Firm. The Brand name is 'Uth Kurtis'. It was started in January, 2012 by Shailee Ladiwala. It manufacturers Women's Wear Traditional and Designer Kurtis. It is associated with Brand PrintLine Shirts (www.printlineshirts.com). 
Onkar fashions	https://www.facebook.com/328509880565564	
Kriyeesha fashions	https://www.facebook.com/140090456056017	DESIGNERS N MANUFACTURERS OF COTTON KURTIS N APPARELS
Fashion Spirit Sri Lanka - Designer Kurtis Sri Lanka	https://www.facebook.com/355128424575234	We highly believe providing our customers the best value for the price with an affordable elegance.
Hazel Fashion Boutique	https://www.facebook.com/131774520175439	
Dilkash Fashions	https://www.facebook.com/225035520937853	All kinds of latest High fashion ladies stitched, semi-stitched and unstitched suits/kurtis available in all sizes.
Kurti Fashion	https://www.facebook.com/124416807593518	
Pakistani dresses - Ghazal Fashions	https://www.facebook.com/193143697424783	In last 7 years being in Canada, whenever I feel a need of finding a nice dress of my choice in my budget, I always had to face a very tough situation and ended up either spending too much money or by sacrificng my choice while staying in the budget. Their comes the need of a designer brand which is upto the latest trends, different, unique, custom and yet affordable. Ghazal Fashions is all about custom designing, latest trends and affordability.  It is a joint venture of two childhood friends Aelya and Madiha with an experience of more than 10 years in dress designing. We have more variety available in suits and kurtis. Please email at ghazal.fashions@gmail.com for any query. 
Bizzare fashion hub	https://www.facebook.com/303106246461649	we have wide range of designer kurtis ,tshirts,jeans jeggings,midis and etc
A&M Fashion Hub	https://www.facebook.com/255690257867223	Come and discover the new fashion hub in your own area, trendy, selected, kurtis and dress materials in reasonable rates....
FS fashion	https://www.facebook.com/221532011302026	
Elle Fashions	https://www.facebook.com/246107635495198	sourcing boutiques and accept personal orders of clothing line which includes karachi,pakistani,indian suits and  indian and pakistani kurtis ...Also accept wholesale orders..
Siya fashions	https://www.facebook.com/445553732146556	
Colors Of Fashion	https://www.facebook.com/389576267775559	
Divas Fashion	https://www.facebook.com/379352788779629	we are manufacturer of kurtis and ethnic wear... we are here with the new concept. Now you can buy your styling accessory sitting at home. all you need is choose your dress and order according to your size (refer product section). to our email address divasfashion9@yahoo.com and your dress will be delivered to your address in 14 days.  
Di Fashion (India)	https://www.facebook.com/252863578140035	"Di Fashion, setting new trends in the market, is primarily engaged in the manufacturing, supplying & exporting of Indian Tunic, Embroidered Kurtis, Thread Embroidered, Cotton Kurti Tops, Puls Size Kurti, Stone worked tunic and Designer Kurti Tops. The array includes Ladies Tunics, Ladies Kurtis, and many more. The Ladies Readymade Garments have earned us loads of appreciation in the national as well as international market due to the unmatched quality and elegant look. The Designer Readymade Garments are also perfect attire to suit the mood of various occasions. With customer centric approach, we have set a strong foothold in the domestic as well as foreign markets. The company is based at New Delhi (India) by having advanced production facilities in order to meet the bulk demands of the clients. Last but not the least, we are making diligent efforts to satisfy our clients and maintain long-term relationship with our esteemed clients.carries the best Fashion, found, and created clothing organized into fashions based on season, era, and function so you can find what you are looking for quickly, without the hassle usually associated with consignment stores."  Di Fashion
Raga fashion studio	https://www.facebook.com/527926610570875	
Amsca Fashion	https://www.facebook.com/192606507490986	Amsca fashion was born in 2010. It all started as a hobby and we established a business through it by understanding the needs of the Indian people living abroad through there feedback. We all look for good quality and good price but we all know that these two things don’t go together. Committed to deliver these things at one time we started the business. As it is an on line and on demand we were able to cut the overheads bringing the price down without compromising on the price. This is an on line boutique and when you chose a outfit, we will send you a measurement form and the suits are made only for you and will be delivered at your doorstep with a warranty. We cater designer sarees (saris, saree), designer kurtis, Indian salwar kameez, salwar suits, salwar kurtis. We have latest collection of designer salwar kameez, Indian sarees like designer sarees, bridal sarees, georgette sarees, silk sarees and kurtis. For more information you can drop a line or call us on 604-364-1162
KrishikaFashions	https://www.facebook.com/380256492046621	
Anney's Fashion	https://www.facebook.com/262358593823753	
Essence Fashion	https://www.facebook.com/186089914761540	Specialist in kurtis, sarees, salwar suits, designer blouses n kidswear
Sitara Fashion House	https://www.facebook.com/316510488406602	Sitara Fashion House offers a wide range of affordable Indian kurtis (tops), costume jewellery and modern attire to cater to your need.For enquiries please do not hesitate to contact us at: sitarafashionhouse@yahoo.com To order any item from any of the album, please inbox or send us a mail to sitarafashionhouse@yahoo.com.  Postal charges as follows: RM7 for item below 500gm For every additional 250gm - add RM1  ALL PRICE EXCLUDE POSTAGE  How to place your order:  1.Please pm us your name,delivery add,mobile no and item code/colour/size. 2. We will reply your order. 3. Once you make the payment to the given account number, please inbox us the receipt/details of payment. 4. We will post it and email you the tracking number. 5. Once u receive it , appreciate if u could let us know. 6. No exchange, cancellation , refund or exchange of items once payment has been made. 7. Serious Buyers only and please no Backout buyers.  Note: Sitara FH will not be responsible on any damages,loses during the shipment.  Colour may be slightly differ due to camera lighting and we recommend you to dry clean your purchases or at least handwash.  SITARA FH's moto is HONESTY IS THE BEST POLICY. and we expect the same from buyers too :) 
Banu Fashion	https://www.facebook.com/205685526132139	Specialises in DESIGNER Lehengas, sarees, unstitched Suits, Churidars and matching accessories.. sandals, purses and designer jewellery
Delhi Fashions	https://www.facebook.com/262788507156123	Mix and Match--Ready made kurtis, leggings, dupatta's, patiala salwars, normal salwars, ethnic skits, work blouses , imitation and  junk jwellery
Mekhlas Fashion Designs	https://www.facebook.com/140777609372988	Mekhalas Designs has been in the fashion world for more then 25years. We design High fashion saree blouses, latest trend of lenga suits, sensational salwar kameez, elegant ready made saree's, versatile tunic/kurtis and trendy modern costumes ,exclusive malay cultural outfits and many more of stylish designs.    Moreover, we do take orders for any kind of alteration. Furthermore, We are experience in hand stitching beads, sequins, ribbons and lace attached to the design costume.   >>>>We accept orders( via phone/sms/email & will drop by to your door step within Klang Vally<<<<  Suits will be done in 2-3 days.  [orders will be delivered to costumers who are unable to come personally]  Appointment's & Personal Designing>>> CONTACT<<<  Mehala>>>>016-6114552  Sue>>>> 013-3550314  E-mail> dmekhalas@yahoo.com 
Aquarians Fashion Studio	https://www.facebook.com/350344104976527	Aquarians designer studio. f 27/28, jolly arcade, ghod dod road. opp jade blue, Surat . Designer Kurtis and dresses By Heena Modi
Elite Fashion Studio	https://www.facebook.com/377962152259357	
Fashion Birds	https://www.facebook.com/158823247589367	CONTACT:8883821296
Kolkata Fashions.	https://www.facebook.com/339179476181346	
Stiching work , fashion courses , dress material	https://www.facebook.com/194448193989958	
Miss Fashion	https://www.facebook.com/193094274089613	
Fusion an exclusive fashion house	https://www.facebook.com/192914134109219	Fusion is the forefront of cutting edge fashion store and is evolving with time and customer’s demand.
K2Fashions	https://www.facebook.com/412329045459655	We design clothes that are highly affordable and are immensely flattering to the female form, they are available in a variety of  colors, sizes,styles and designs which will make u feel really special..
Dhamecha Fashion	https://www.facebook.com/444588112253806	
Akhil Kurtis	https://www.facebook.com/149125165113996	With Akhil, allow us to complete you with our elegant designs and trend-setting Indian ethnic cotton tops. Faithful to a woman’s needs and true to the Earth, we at Akhil, have discovered comfortable fashion wear which does not compromise on style for any occasion.  Whether you are fun-loving, active, short on time or a passionate dresser, we have the right look for you! Walk through our wardrobe and sample our unique items -brightly coloured and refreshing with cross-cultural influences and each piece, a story to tell for the summer all-year-round!  With Akhil, you are what you imagine to be!  
Kaya kurti	https://www.facebook.com/310049159021151	
Kurti Kouture	https://www.facebook.com/192098184158878	Kurti Kouture, a dream project was formed to cater to the fashion generation bring an affordable and an exquisite range of Asian Flavours - Tunic Tops affectionately known as Kurti.  They are figure-flattering styles this season, and are easy to pair with skinny jeans, leggings, and even tight crop pants!  Soft & Airy cotton, they are a must have for the Spring/Summer collections to accent your unique style.  Browse through our glamorous captivating casual collections specially inspired by the exotic Asian culture.  We take great pride in our collections as they have been handpicked individually and with love. Our designs are are unique and will not repeated once sold. Your satisfaction is our PRIORITY.  Please note that all prices quoted are in Singapore Dollars (SGD).  One-Stop Complete Retail / Wholesale Fashion Care. Elegant Quality Wholesale Clothing Collection for you
Pink Lady	https://www.facebook.com/137470799642078	
Orchid Fashion	https://www.facebook.com/413819511983169	We believe in quality products. Our vision is to provide qualitative products with reasonable price tergating specially the middleclass people sothat they can afford. We take orders for any of the products listed and deliver accordingly. Please contact to place orders: PH: 01747361283, 8933077, Email: ttsboutique@gmail.com  We do not have any showroom.  Conditions of delivery: 1. As we do not have showroom, so you will not be able to see the product before order/delivery. 2. Once you order you can not withdraw it. 3. 50% amount has to be deposited during order. 4. The rest 50% has to be deposited before delivery of the product. 5. If due to any reason admin is unable to deliver your product, your deposited cash will be returned to you. 6. If you want to collect your product physically no extra charges will be applied for delivery otherwise 120BDT will be charged extra for delivering to you via courier. 7. Our product is being delivered to whole Bangladesh only. Overseas delivery has not been started yet.
GarmentMall.com	https://www.facebook.com/189676337731831	GarmentMall.com is an online shopping portal for indian clothing viz Salwar Kameez, saree, kurti, tops, 1 pc dresses, Lingerie, Bra, panties, nightgowns, sleepwear, bedsheets, quilts, mens shirts, jeans, pants, trousers, kids wear.
Uzma Creations	https://www.facebook.com/444663385572877	
Yasmeen's Clothing	https://www.facebook.com/110259369046807	Hottest Collection of Bollywood style Kurti/Indian Tunics/tunic tops. These are made from wide range of material like cotton, silk, crepe, and other fabrics. Choose from ethnic  print kurti, designer embellished kurti for special occasion and party wear or printed crepe tunic tops, for daily or casual wear, taking the rich tradition of Indian handwork.  These Kurtis are decorated with exclusive embroidery from Zari to Sequins, Embroidery to Stone work! These dresses can be worn as part of an overall look by coupling them with a pair of leggings, jeans, or chooridaar.  These amazing Indian kurtis are now an international fashion trend.  These are the best choices for summer and spring wear, as well as wedding and parties.  Your parties will now make you get used to compliments, with this great collection of kurtis.  For more information and prices, please email. 
Aisha's Collection (Style Yourself)	https://www.facebook.com/112457992137648	
Cindy and Sid Creations	https://www.facebook.com/260311173993741	Cindy and Sid Creations is a new talent with new ideas and designs. Our products are of the latest and rare designs which we hardly get in the fashion market. We deal in Sarees, Kaftans, Kurti Tops, Christian Wedding Gowns, Tiaras and Veils for the Brides, Gowns, Frocks for Infants, and any other accessories on demand.
Zamilah Designs	https://www.facebook.com/288469817898659	
Designer Suits, Tops, Tunics, Kurtis & Unstiched Suits	https://www.facebook.com/455722637776918	
Ladies designer Kurtis	https://www.facebook.com/112806848882237	We are engaged in manufacturing and supplying of Women Garments. We offer a wide collection of ethnic wear such as kurtis, tunic and various others. Our collection of garments is known for its perfect stitching, seam strength, comfortable fitting and skin-friendliness. Kurtis are admired mostly by the young female generation of modern times. Our designs have wonderful collections of printed kurtis. Printed Kurtis are available in various types of fabrics such as Cotton, Crepe, woollen, Art silk, Chiffon, Georgette, etc. Most of the girls like to wear it over jeans, skirts, pant, Capri, etc. Explore our collections and we are sure that you will be tempted to add it in your collection.
Ika Fashionista Gallery	https://www.facebook.com/289150261184561	SELLING JUBAH MODERN, KAFTAN, HIJAB, TUNIC, BLOUSE ETC.. 
Ladies tunics ,kurtis	https://www.facebook.com/193872390649822	
Tunics	https://www.facebook.com/186080998091799	drop in ur mails for any further inquires
Cotton Kurtis	https://www.facebook.com/349767411720736	
Cotton Kurtis	https://www.facebook.com/116013621890657	
Kurtis	https://www.facebook.com/260391590739708	
OdhaniHut/ Clothing	https://www.facebook.com/181203892011386	
Hifi creations Ladies Cotton & SILK Kurtis	https://www.facebook.com/190299301106873	
Neels Kurtis	https://www.facebook.com/416394925094472	
C/cotton comfort	https://www.facebook.com/244338615611115	c/cotton comfort is the top leading manufacturer and exporter of the Indian trendy wears for women. We have got varieties of traditional and modern wear ranging from Indian bollywood fashion ladies garments. We have a vast range of indian fashion kurtis, long tunics, printed crepe kurtis, lenin kurtis, cotton kurtas, designer kurtis, traditional wear kurties, embroidered kurtis, salwar kameez, churidar and . These wonderful collections are piled up in our showcases which enable you to explore all our innovative designs that suit for all occasions. c/cotton comfort is blessed with skilled professionals who incorporate creative designs in every piece of cloth. Our garments are highly comfortable and unique.
Dayaram Cotton House	https://www.facebook.com/194136370653782	well known name in Cotton Sarees & Dress Materials. beside, Desighner Kurtis available. Stitching Facility is also available   Contact num. :- 079-26741266
Sarees, dress materials,kurtis	https://www.facebook.com/194683637301556	
VIVA Ladies Boutique	https://www.facebook.com/210101295675794	We make trendy Kurtis, hand worked designer Kurtis, Indo western tops, designer Saree's, Gents Kurta n Shervani and we also do Hand Blocks, Paintings, Embroidery in Pure cotton and Silk fabric 
Cotton Churidar and Kurti	https://www.facebook.com/1192119284262822	
Ladies Kurti & leggings	https://www.facebook.com/289539367820331	
Zaina's Boutique	https://www.facebook.com/497767190234192	
B.S Collections	https://www.facebook.com/351549691592899	
Men's Clothings, Women's Clothings,Kids Clothings	https://www.facebook.com/238706359569467	
The Citrus	https://www.facebook.com/104372829712939	
KOT FEEL	https://www.facebook.com/378847418805888	
Risekh	https://www.facebook.com/259765047450376	Deal in Kurtis , cotton dress material
Kurti Konnection	https://www.facebook.com/561948920497425	
Ladies kurtis	https://www.facebook.com/301079979958544	
Ladies Kurtis	https://www.facebook.com/242532605786970	Every woman has a desire to look beautiful. No matter how beautiful you are, you always wish to look all the more beautiful. However, to look beautiful and gorgeous you should always attempt to choose an attire that suits your personality and height, your color and interest.   Moreover, in these fast changing times it has become increasingly important to look your best. In keeping with the demand, fashion houses and designers world over are coming up with an array of designs that appeal both to the domestic as well as the international market.   Ladies Kurtis are much in fashion these days. In fact today you will find various types of Kurtis flooding the marketplace, from short kurtis, cotton kurtis, printed kurtis, georgette kurtis, party wear kurtis etc. These kurtis are available in an assortment of designs and colors and are good in all kinds of weather. Some of these Kurtis are ornamented with beads and sequins, mirror work and other kinds of traditional Indian stuff. Some have batik prints, tie-and-dye prints and other prints as well.   The kurtis can be worn on jeans, capris, skirts if you wish to add an Indian touch to everyday wear. Also, Indian clothes have made inroads all across the world. There are some with embroidery work, Lace work, Patch work, floral work, Bead work. All are in very high demand across the world.  
Ladies Kurtis	https://www.facebook.com/249714338871	Special Greetings from Riki Garments !! We manufacture vast range of Indian fashion kurtis, long tunics, printed crepe kurtis, lenin kurtis, georgette kurties, cotton kurtis, designer kurtis, traditional wear kurties, embroidered kurtis, salwar kameez, churidar and children wear To make balance between style & comfort we set in motion our new collection - Bollywood Designer Kurtis.
Ladies Kurti	https://www.facebook.com/245047192285042	We are the wholesaler of ladies designer KURTIS & ladies Night Wears..Office at Gandhi nagar, DelhiCont.:09999083546
Digital print ladies suits, kurtis and stoles	https://www.facebook.com/248413558558788	Digital Print Kurties on Pure Fabrics Pure fabric Digital Print Ladies Dress Material available for whole sellers , Exporters , Buying Houses and retailers attractive wholesale prices, contact :Naresh @91-9818084841or nrshmalhotra@gmail.com  for details and sampling
18 Fire	https://www.facebook.com/158980694402	
ANA - Ladies Kurtis, Ready-to-Stitch Dress Materials & Sarees	https://www.facebook.com/435455389844752	Contact +91 9324213685 or write to info@ethniccollections.co.in for Wholesale or Dealership supplies
Ladies kurtis, Suits, Sarees & Lenhga	https://www.facebook.com/158658217597432	
Ladies Kurtis, Kurti, Kurties	https://www.facebook.com/410883158971347	
Ladies designer kurti's	https://www.facebook.com/208666565858169	
AFM (Kurtis)	https://www.facebook.com/305324236161162	
